,tweet_created_at,id_str,entity_user_mentions,con_id_str_list,con_id_str_list1,con_id_str_list2,full_conversation_ids,airline_contain_con,airline_contain_con_time,airline_reply_time,56377143
6050,2020-01-21 22:30:06,1.2197490332305162e+18,"('KLM', '56377143')",['1.2197490332305162e+18'],['1.2197522738463744e+18'],[],"['1.2197490332305162e+18', '1.2197522738463744e+18']",['1.2197522738463744e+18'],['2020-01-21 22:42:58'],2020-01-21 22:42:58,12.866666666666667
6051,2020-01-21 22:34:58,1.2197502610335048e+18,"('KLM', '56377143')",['1.2197502610335048e+18'],"['1.2197533071677563e+18', '1.2197534147516744e+18']",[],"['1.2197502610335048e+18', '1.2197533071677563e+18', '1.2197534147516744e+18']","['1.2197534147516744e+18', '1.2197533071677563e+18']","['2020-01-21 22:47:30', '2020-01-21 22:47:05']",2020-01-21 22:47:30,12.533333333333333
6056,2020-01-22 13:31:40,1.219975921752519e+18,"('KLM', '56377143')",['1.2199759217525187e+18'],['1.2207935073188372e+18'],[],"['1.2199759217525187e+18', '1.2207935073188372e+18']",['1.2207935073188372e+18'],['2020-01-24 19:40:28'],2020-01-24 19:40:28,3248.8
6057,2020-01-22 14:58:08,1.2199976826028237e+18,"('KLM', '56377143')",['1.2199976826028237e+18'],['1.2200016742211912e+18'],[],"['1.2199976826028237e+18', '1.2200016742211912e+18']",['1.2200016742211912e+18'],['2020-01-22 15:14:00'],2020-01-22 15:14:00,15.866666666666669
6058,2020-01-22 15:55:06,1.2200120165319188e+18,"('KLM', '56377143')",['1.2200120165319188e+18'],['1.2200149415136215e+18'],[],"['1.2200120165319188e+18', '1.2200149415136215e+18']",['1.2200149415136215e+18'],['2020-01-22 16:06:43'],2020-01-22 16:06:43,11.616666666666667
6060,2020-01-22 17:15:46,1.2200323166319288e+18,"('KLM', '56377143')",['1.2200323166319288e+18'],['1.2200395729455882e+18'],[],"['1.2200323166319288e+18', '1.2200395729455882e+18']",['1.2200395729455882e+18'],['2020-01-22 17:44:36'],2020-01-22 17:44:36,28.833333333333332
6064,2020-01-23 08:42:20,1.2202654954856694e+18,"('KLM', '56377143')",['1.2202654954856694e+18'],['1.2202709878303498e+18'],[],"['1.2202654954856694e+18', '1.2202709878303498e+18']",['1.2202709878303498e+18'],['2020-01-23 09:04:09'],2020-01-23 09:04:09,21.816666666666666
6065,2020-01-23 09:12:18,1.220273037020422e+18,"('KLM', '56377143')",['1.2202730370204221e+18'],['1.2202757726252278e+18'],[],"['1.2202730370204221e+18', '1.2202757726252278e+18']",['1.2202757726252278e+18'],['2020-01-23 09:23:10'],2020-01-23 09:23:10,10.866666666666667
6067,2020-01-23 10:32:31,1.220293226856362e+18,"('KLM', '56377143')",['1.220293226856362e+18'],['1.2202952563038986e+18'],[],"['1.220293226856362e+18', '1.2202952563038986e+18']",['1.2202952563038986e+18'],['2020-01-23 10:40:35'],2020-01-23 10:40:35,8.066666666666668
6069,2020-01-23 12:30:12,1.22032284177161e+18,"('KLM', '56377143')",['1.22032284177161e+18'],['1.2203305420733686e+18'],[],"['1.22032284177161e+18', '1.2203305420733686e+18']",['1.2203305420733686e+18'],['2020-01-23 13:00:48'],2020-01-23 13:00:48,30.600000000000005
6074,2020-01-23 15:34:57,1.220369335476281e+18,"('KLM', '56377143')",['1.2203693354762813e+18'],['1.2203727419138294e+18'],[],"['1.2203693354762813e+18', '1.2203727419138294e+18']",['1.2203727419138294e+18'],['2020-01-23 15:48:29'],2020-01-23 15:48:29,13.533333333333333
6075,2020-01-23 17:09:13,1.2203930562912133e+18,"('KLM', '56377143')",['1.2203930562912133e+18'],"['1.2203964936197652e+18', '1.2203965532125143e+18']",[],"['1.2203930562912133e+18', '1.2203964936197652e+18', '1.2203965532125143e+18']","['1.2203964936197652e+18', '1.2203965532125143e+18']","['2020-01-23 17:22:52', '2020-01-23 17:23:06']",2020-01-23 17:22:52,13.65
6077,2020-01-23 17:54:18,1.2204044018834473e+18,"('KLM', '56377143'),('Schiphol', '8279892')",['1.2204044018834473e+18'],"['1.22041820748544e+18', '1.2204182698883686e+18']",[],"['1.2204044018834473e+18', '1.22041820748544e+18', '1.2204182698883686e+18']","['1.22041820748544e+18', '1.2204182698883686e+18']","['2020-01-23 18:49:09', '2020-01-23 18:49:24']",2020-01-23 18:49:09,54.85
6079,2020-01-23 18:55:43,1.220419860880134e+18,"('KLM', '56377143')",['1.2204198608801341e+18'],"['1.2204217475954975e+18', '1.2204218825220342e+18']",[],"['1.2204198608801341e+18', '1.2204217475954975e+18', '1.2204218825220342e+18']","['1.2204218825220342e+18', '1.2204217475954975e+18']","['2020-01-23 19:03:45', '2020-01-23 19:03:13']",2020-01-23 19:03:45,8.033333333333335
6080,2020-01-23 19:37:53,1.220430473240961e+18,"('KLM', '56377143'),('airfrancebr', '3431463381')",['1.220430473240961e+18'],['1.2204356589400433e+18'],[],"['1.220430473240961e+18', '1.2204356589400433e+18']",['1.2204356589400433e+18'],['2020-01-23 19:58:30'],2020-01-23 19:58:30,20.616666666666667
6082,2020-01-23 20:16:39,1.2204402271788442e+18,"('KLM', '56377143'),('AirFranceKLM', '3044797241')",['1.2204402271788442e+18'],['1.2215670573570826e+18'],[],"['1.2204402271788442e+18', '1.2215670573570826e+18']",['1.2215670573570826e+18'],['2020-01-26 22:54:16'],2020-01-26 22:54:16,4477.616666666667
6084,2020-01-23 21:49:03,1.2204634821030912e+18,"('KLM', '56377143')",['1.2204634821030912e+18'],['1.2204653281085932e+18'],[],"['1.2204634821030912e+18', '1.2204653281085932e+18']",['1.2204653281085932e+18'],['2020-01-23 21:56:24'],2020-01-23 21:56:24,7.35
6086,2020-01-23 22:21:45,1.2204717102538342e+18,"('KLM', '56377143')",['1.2204717102538342e+18'],['1.2204759957042176e+18'],[],"['1.2204717102538342e+18', '1.2204759957042176e+18']",['1.2204759957042176e+18'],['2020-01-23 22:38:47'],2020-01-23 22:38:47,17.033333333333335
6088,2020-01-24 03:27:36,1.220548678747689e+18,"('KLM', '56377143')",['1.220548678747689e+18'],['1.2205507813272453e+18'],[],"['1.220548678747689e+18', '1.2205507813272453e+18']",['1.2205507813272453e+18'],['2020-01-24 03:35:57'],2020-01-24 03:35:57,8.350000000000001
6089,2020-01-24 03:50:25,1.220554421240619e+18,"('KLM', '56377143')",['1.220554421240619e+18'],"['1.2205562537363374e+18', '1.2205563074319196e+18']",[],"['1.220554421240619e+18', '1.2205562537363374e+18', '1.2205563074319196e+18']","['1.2205563074319196e+18', '1.2205562537363374e+18']","['2020-01-24 03:57:55', '2020-01-24 03:57:42']",2020-01-24 03:57:55,7.5
6090,2020-01-24 08:28:51,1.220624491145048e+18,"('KLM', '56377143')",['1.220624491145048e+18'],['1.22062740488183e+18'],[],"['1.220624491145048e+18', '1.22062740488183e+18']",['1.22062740488183e+18'],['2020-01-24 08:40:26'],2020-01-24 08:40:26,11.583333333333334
6091,2020-01-24 08:37:48,1.2206267426473697e+18,"('KLM', '56377143')",['1.2206267426473697e+18'],['1.220628579563774e+18'],[],"['1.2206267426473697e+18', '1.220628579563774e+18']",['1.220628579563774e+18'],['2020-01-24 08:45:06'],2020-01-24 08:45:06,7.3
6092,2020-01-24 08:47:03,1.2206290709307597e+18,"('KLM', '56377143')",['1.2206290709307597e+18'],['1.2206334713638298e+18'],[],"['1.2206290709307597e+18', '1.2206334713638298e+18']",['1.2206334713638298e+18'],['2020-01-24 09:04:32'],2020-01-24 09:04:32,17.483333333333334
6095,2020-01-24 10:33:44,1.2206559205035786e+18,"('KLM', '56377143'),('KLM_UK', '19401532')",['1.2206559205035786e+18'],['1.2227725785252864e+18'],[],"['1.2206559205035786e+18', '1.2227725785252864e+18']",['1.2227725785252864e+18'],['2020-01-30 06:44:35'],2020-01-30 06:44:35,8410.85
6099,2020-01-24 16:42:14,1.2207486564601487e+18,"('KLM', '56377143')",['1.2207486564601487e+18'],['1.2207526464049644e+18'],[],"['1.2207486564601487e+18', '1.2207526464049644e+18']",['1.2207526464049644e+18'],['2020-01-24 16:58:06'],2020-01-24 16:58:06,15.866666666666669
6101,2020-01-24 18:57:52,1.2207827901254656e+18,"('KLM', '56377143')",['1.2207827901254656e+18'],['1.2207838811100856e+18'],[],"['1.2207827901254656e+18', '1.2207838811100856e+18']",['1.2207838811100856e+18'],['2020-01-24 19:02:12'],2020-01-24 19:02:12,4.333333333333333
6102,2020-01-24 19:12:12,1.220786397570904e+18,"('KLM', '56377143')",['1.220786397570904e+18'],['1.2207873543964344e+18'],[],"['1.220786397570904e+18', '1.2207873543964344e+18']",['1.2207873543964344e+18'],['2020-01-24 19:16:01'],2020-01-24 19:16:01,3.8166666666666673
6103,2020-01-24 20:47:17,1.220810322652672e+18,"('KLM', '56377143')",['1.220810322652672e+18'],['1.2217137137802076e+18'],[],"['1.220810322652672e+18', '1.2217137137802076e+18']",['1.2217137137802076e+18'],['2020-01-27 08:37:02'],2020-01-27 08:37:02,3589.75
6104,2020-01-24 22:53:41,1.220842135492141e+18,"('KLM', '56377143')",['1.220842135492141e+18'],['1.2208445106468004e+18'],[],"['1.220842135492141e+18', '1.2208445106468004e+18']",['1.2208445106468004e+18'],['2020-01-24 23:03:08'],2020-01-24 23:03:08,9.45
6105,2020-01-24 23:19:00,1.2208485048238612e+18,"('KLM', '56377143')",['1.2208485048238612e+18'],['1.2208518699516928e+18'],[],"['1.2208485048238612e+18', '1.2208518699516928e+18']",['1.2208518699516928e+18'],['2020-01-24 23:32:22'],2020-01-24 23:32:22,13.366666666666667
6106,2020-01-25 01:49:04,1.2208862721867694e+18,"('KLM', '56377143')",['1.2208862721867694e+18'],['1.2208885746163835e+18'],[],"['1.2208862721867694e+18', '1.2208885746163835e+18']",['1.2208885746163835e+18'],['2020-01-25 01:58:13'],2020-01-25 01:58:13,9.15
6108,2020-01-25 06:45:20,1.2209608265316884e+18,"('KLM', '56377143')",['1.2209608265316884e+18'],['1.220962006431359e+18'],[],"['1.2209608265316884e+18', '1.220962006431359e+18']",['1.220962006431359e+18'],['2020-01-25 06:50:01'],2020-01-25 06:50:01,4.683333333333334
6109,2020-01-25 08:01:40,1.2209800399085814e+18,"('KLM', '56377143')",['1.2209800399085814e+18'],['1.220984514119422e+18'],[],"['1.2209800399085814e+18', '1.220984514119422e+18']",['1.220984514119422e+18'],['2020-01-25 08:19:27'],2020-01-25 08:19:27,17.783333333333335
6110,2020-01-25 09:50:45,1.221007491091202e+18,"('KLM', '56377143')",['1.221007491091202e+18'],"['1.2210133704612127e+18', '1.2210135406702633e+18', '1.2210137093358019e+18']",[],"['1.221007491091202e+18', '1.2210133704612127e+18', '1.2210135406702633e+18', '1.2210137093358019e+18']","['1.2210133704612127e+18', '1.2210135406702633e+18']","['2020-01-25 10:14:07', '2020-01-25 10:14:48']",2020-01-25 10:14:07,23.366666666666667
6112,2020-01-25 11:52:55,1.221038233863127e+18,"('KLM', '56377143')",['1.221038233863127e+18'],['1.2210408210903654e+18'],[],"['1.221038233863127e+18', '1.2210408210903654e+18']",['1.2210408210903654e+18'],['2020-01-25 12:03:12'],2020-01-25 12:03:12,10.283333333333333
6120,2020-01-25 22:01:16,1.2211913307114578e+18,"('KLM', '56377143')",['1.2211913307114578e+18'],['1.2222904367877898e+18'],[],"['1.2211913307114578e+18', '1.2222904367877898e+18']",['1.2222904367877898e+18'],['2020-01-28 22:48:43'],2020-01-28 22:48:43,4367.450000000001
6122,2020-01-26 08:55:17,1.2213559183796265e+18,"('KLM', '56377143'),('skyteam', '42802981')",['1.2213559183796265e+18'],['1.2213587185850982e+18'],[],"['1.2213559183796265e+18', '1.2213587185850982e+18']",['1.2213587185850982e+18'],['2020-01-26 09:06:24'],2020-01-26 09:06:24,11.116666666666667
6124,2020-01-26 13:01:50,1.2214179662538875e+18,"('KLM', '56377143')",['1.2214179662538875e+18'],['1.2214196441222554e+18'],[],"['1.2214179662538875e+18', '1.2214196441222554e+18']",['1.2214196441222554e+18'],['2020-01-26 13:08:30'],2020-01-26 13:08:30,6.666666666666667
6126,2020-01-26 13:35:55,1.2214265437061489e+18,"('KLM', '56377143')",['1.2214265437061489e+18'],['1.2214320443681546e+18'],[],"['1.2214265437061489e+18', '1.2214320443681546e+18']",['1.2214320443681546e+18'],['2020-01-26 13:57:47'],2020-01-26 13:57:47,21.866666666666667
6130,2020-01-26 16:20:48,1.2214680379682038e+18,"('KLM', '56377143')",['1.2214680379682038e+18'],['1.2214711110425436e+18'],[],"['1.2214680379682038e+18', '1.2214711110425436e+18']",['1.2214711110425436e+18'],['2020-01-26 16:33:01'],2020-01-26 16:33:01,12.216666666666667
6132,2020-01-26 16:56:23,1.2214769913267282e+18,"('KLM', '56377143')",['1.2214769913267282e+18'],['1.2214797262435697e+18'],[],"['1.2214769913267282e+18', '1.2214797262435697e+18']",['1.2214797262435697e+18'],['2020-01-26 17:07:15'],2020-01-26 17:07:15,10.866666666666667
6135,2020-01-26 18:09:08,1.2214952988176916e+18,"('KLM', '56377143')",['1.2214952988176916e+18'],['1.2215041423148032e+18'],[],"['1.2214952988176916e+18', '1.2215041423148032e+18']",['1.2215041423148032e+18'],['2020-01-26 18:44:16'],2020-01-26 18:44:16,35.13333333333333
6136,2020-01-26 18:38:54,1.2215027898614129e+18,"('KLM', '56377143')",['1.2215027898614129e+18'],['1.2215074581386158e+18'],[],"['1.2215027898614129e+18', '1.2215074581386158e+18']",['1.2215074581386158e+18'],['2020-01-26 18:57:27'],2020-01-26 18:57:27,18.55
6137,2020-01-26 18:40:02,1.2215030771880796e+18,"('KLM', '56377143')",['1.2215030771880796e+18'],['1.221504611183399e+18'],[],"['1.2215030771880796e+18', '1.221504611183399e+18']",['1.221504611183399e+18'],['2020-01-26 18:46:08'],2020-01-26 18:46:08,6.1
6140,2020-01-26 19:06:12,1.221509661637124e+18,"('KLM', '56377143')",['1.221509661637124e+18'],['1.2215113682449654e+18'],[],"['1.221509661637124e+18', '1.2215113682449654e+18']",['1.2215113682449654e+18'],['2020-01-26 19:12:59'],2020-01-26 19:12:59,6.783333333333333
6141,2020-01-26 19:17:00,1.2215123811274465e+18,"('KLM', '56377143')",['1.2215123811274465e+18'],['1.2215139404186788e+18'],[],"['1.2215123811274465e+18', '1.2215139404186788e+18']",['1.2215139404186788e+18'],['2020-01-26 19:23:12'],2020-01-26 19:23:12,6.2
6142,2020-01-26 19:27:47,1.2215150945903575e+18,"('KLM', '56377143')",['1.2215150945903575e+18'],['1.2215189642930176e+18'],[],"['1.2215150945903575e+18', '1.2215189642930176e+18']",['1.2215189642930176e+18'],['2020-01-26 19:43:10'],2020-01-26 19:43:10,15.383333333333335
6144,2020-01-27 00:10:02,1.221586122117206e+18,"('KLM', '56377143')",['1.221586122117206e+18'],['1.2215903189628764e+18'],[],"['1.221586122117206e+18', '1.2215903189628764e+18']",['1.2215903189628764e+18'],['2020-01-27 00:26:42'],2020-01-27 00:26:42,16.666666666666668
6149,2020-01-27 08:31:40,1.2217123643425997e+18,"('Schiphol', '8279892'),('KLM', '56377143'),('PostNL', '138062686'),('bol_com', '18894593'),('JumboSupermarkt', '2797822974')",['1.2217123643425997e+18'],['1.2217242417222533e+18'],[],"['1.2217123643425997e+18', '1.2217242417222533e+18']",['1.2217242417222533e+18'],['2020-01-27 09:18:52'],2020-01-27 09:18:52,47.2
6151,2020-01-27 10:11:03,1.2217373740587336e+18,"('KLM', '56377143')",['1.2217373740587336e+18'],['1.2217400278075023e+18'],[],"['1.2217373740587336e+18', '1.2217400278075023e+18']",['1.2217400278075023e+18'],['2020-01-27 10:21:36'],2020-01-27 10:21:36,10.55
6152,2020-01-27 10:12:16,1.221737679479591e+18,"('KLM', '56377143')",['1.221737679479591e+18'],['1.221740423791698e+18'],[],"['1.221737679479591e+18', '1.221740423791698e+18']",['1.221740423791698e+18'],['2020-01-27 10:23:10'],2020-01-27 10:23:10,10.9
6165,2020-01-27 17:04:21,1.2218413853487227e+18,"('KLM', '56377143')",['1.2218413853487227e+18'],['1.2218424758553682e+18'],[],"['1.2218413853487227e+18', '1.2218424758553682e+18']",['1.2218424758553682e+18'],['2020-01-27 17:08:41'],2020-01-27 17:08:41,4.333333333333333
6166,2020-01-27 17:35:26,1.221849205985235e+18,"('KLM', '56377143')",['1.221849205985235e+18'],['1.2218501435966546e+18'],[],"['1.221849205985235e+18', '1.2218501435966546e+18']",['1.2218501435966546e+18'],['2020-01-27 17:39:09'],2020-01-27 17:39:09,3.716666666666667
6169,2020-01-27 19:55:01,1.221884335483183e+18,"('KLM', '56377143')",['1.221884335483183e+18'],['1.221885199459541e+18'],[],"['1.221884335483183e+18', '1.221885199459541e+18']",['1.221885199459541e+18'],['2020-01-27 19:58:27'],2020-01-27 19:58:27,3.433333333333333
6170,2020-01-27 20:42:21,1.2218962483132416e+18,"('KLM', '56377143')",['1.2218962483132416e+18'],['1.2218981228315034e+18'],[],"['1.2218962483132416e+18', '1.2218981228315034e+18']",['1.2218981228315034e+18'],['2020-01-27 20:49:48'],2020-01-27 20:49:48,7.45
6171,2020-01-27 21:10:27,1.2219033176907653e+18,"('KLM', '56377143'),('KLM_US', '108312174')",['1.2219033176907653e+18'],['1.221906773235376e+18'],[],"['1.2219033176907653e+18', '1.221906773235376e+18']",['1.221906773235376e+18'],['2020-01-27 21:24:11'],2020-01-27 21:24:11,13.733333333333333
6178,2020-01-28 12:59:39,1.222142191130366e+18,"('KLM', '56377143')",['1.222142191130366e+18'],"['1.2221440760505508e+18', '1.2221442129694106e+18']",[],"['1.222142191130366e+18', '1.2221440760505508e+18', '1.2221442129694106e+18']","['1.2221440760505508e+18', '1.2221442129694106e+18']","['2020-01-28 13:07:08', '2020-01-28 13:07:41']",2020-01-28 13:07:08,7.483333333333333
6182,2020-01-28 17:13:03,1.2222059611185848e+18,"('KLM', '56377143')",['1.2222059611185848e+18'],['1.222207856377811e+18'],[],"['1.2222059611185848e+18', '1.222207856377811e+18']",['1.222207856377811e+18'],['2020-01-28 17:20:35'],2020-01-28 17:20:35,7.533333333333333
6184,2020-01-28 18:58:29,1.222232493492986e+18,"('KLM', '56377143'),('KLM_UK', '19401532')",['1.2222324934929859e+18'],"['1.222235369778897e+18', '1.2222354275175014e+18']",[],"['1.2222324934929859e+18', '1.222235369778897e+18', '1.2222354275175014e+18']","['1.2222354275175014e+18', '1.222235369778897e+18']","['2020-01-28 19:10:08', '2020-01-28 19:09:54']",2020-01-28 19:10:08,11.65
6185,2020-01-28 19:45:10,1.22224424320648e+18,"('KLM', '56377143')",['1.22224424320648e+18'],['1.2222473578630758e+18'],[],"['1.22224424320648e+18', '1.2222473578630758e+18']",['1.2222473578630758e+18'],['2020-01-28 19:57:33'],2020-01-28 19:57:33,12.383333333333333
6186,2020-01-28 19:57:48,1.222247422484734e+18,"('KLM', '56377143')",['1.222247422484734e+18'],['1.222248184891814e+18'],[],"['1.222247422484734e+18', '1.222248184891814e+18']",['1.222248184891814e+18'],['2020-01-28 20:00:50'],2020-01-28 20:00:50,3.033333333333333
6187,2020-01-28 20:37:11,1.2222573353027912e+18,"('KLM', '56377143')",['1.2222573353027912e+18'],['1.2223060588672246e+18'],[],"['1.2222573353027912e+18', '1.2223060588672246e+18']",['1.2223060588672246e+18'],['2020-01-28 23:50:48'],2020-01-28 23:50:48,193.61666666666667
6189,2020-01-28 21:43:44,1.2222740802646098e+18,"('KLM', '56377143')",['1.2222740802646098e+18'],['1.2222762152156774e+18'],[],"['1.2222740802646098e+18', '1.2222762152156774e+18']",['1.2222762152156774e+18'],['2020-01-28 21:52:13'],2020-01-28 21:52:13,8.483333333333334
6190,2020-01-28 22:04:46,1.2222793746758164e+18,"('KLM', '56377143')",['1.2222793746758164e+18'],['1.222283871854768e+18'],[],"['1.2222793746758164e+18', '1.222283871854768e+18']",['1.222283871854768e+18'],['2020-01-28 22:22:38'],2020-01-28 22:22:38,17.866666666666667
6206,2020-01-29 15:06:27,1.2225364910517494e+18,"('KLM', '56377143'),('Schiphol', '8279892')",['1.2225364910517494e+18'],['1.2225408550069412e+18'],[],"['1.2225364910517494e+18', '1.2225408550069412e+18']",['1.2225408550069412e+18'],['2020-01-29 15:23:48'],2020-01-29 15:23:48,17.35
6208,2020-01-29 15:14:42,1.2225385645100603e+18,"('KLM', '56377143')",['1.2225385645100605e+18'],['1.2225463053078733e+18'],[],"['1.2225385645100605e+18', '1.2225463053078733e+18']",['1.2225463053078733e+18'],['2020-01-29 15:45:27'],2020-01-29 15:45:27,30.750000000000004
6209,2020-01-29 15:16:15,1.2225389574199583e+18,"('KLM', '56377143')",['1.2225389574199583e+18'],['1.2225469634025595e+18'],[],"['1.2225389574199583e+18', '1.2225469634025595e+18']",['1.2225469634025595e+18'],['2020-01-29 15:48:04'],2020-01-29 15:48:04,31.81666666666667
6214,2020-01-29 15:54:34,1.2225486009594593e+18,"('KLM', '56377143'),('FlyingBrussels', '95252395')",['1.2225486009594593e+18'],['1.2225558719993364e+18'],[],"['1.2225486009594593e+18', '1.2225558719993364e+18']",['1.2225558719993364e+18'],['2020-01-29 16:23:28'],2020-01-29 16:23:28,28.9
6217,2020-01-29 16:42:02,1.222560546181927e+18,"('KLM', '56377143')",['1.222560546181927e+18'],['1.2225659803685274e+18'],[],"['1.222560546181927e+18', '1.2225659803685274e+18']",['1.2225659803685274e+18'],['2020-01-29 17:03:38'],2020-01-29 17:03:38,21.6
6220,2020-01-29 17:12:11,1.2225681329188168e+18,"('KLM', '56377143')",['1.2225681329188168e+18'],['1.222569635062653e+18'],[],"['1.2225681329188168e+18', '1.222569635062653e+18']",['1.222569635062653e+18'],['2020-01-29 17:18:09'],2020-01-29 17:18:09,5.966666666666667
